,Flux
1578,0.024839253077924613
1579,0.0
1580,0.0
1581,0.0
1582,0.0
1583,0.0
1584,0.0
1585,0.0
1586,0.0
1587,0.0
1588,0.0
1589,0.0
1590,0.0
1591,0.04834139312122746
1592,0.12246956949198887
1593,0.18810235551017912
1594,0.24076508494700868
1595,0.27686704055553923
1596,0.29394638653914024
1597,0.2908381398398718
1598,0.26775370073097665
1599,0.22626650126256995
1600,0.1692047538141189
1601,0.10045861287327545
1602,0.024714924922207303
1603,0.0
1604,0.0
1605,0.0
1606,0.0
1607,0.0
1608,0.0
1609,0.0
1610,0.0
1611,0.0
1612,0.0
1613,0.0
1614,0.0
1615,0.048851557842225925
1616,0.1229984074491472
1617,0.18862504438821545
1618,0.24125722463617724
1619,0.2773063397264316
1620,0.2943142038190569
1621,0.29112077295981875
1622,0.26794333441154644
1623,0.22636174823032418
1624,0.16921075150031872
1625,0.10038666907942811
1626,0.02458173699525433
1627,0.0
1628,0.0
1629,0.0
1630,0.0
1631,0.0
1632,0.0
1633,0.0
1634,0.0
1635,0.0
1636,0.0
1637,0.0
1638,0.0
1639,0.049367830610988386
1640,0.12352928285069753
1641,0.1891455974951015
1642,0.24174323933990066
1643,0.27773598263952903
1644,0.2946695339513767
1645,0.2913889827020092
1646,0.2681176359074076
1647,0.2264418437631612
1648,0.16920285530203225
1649,0.10030307900880685
1650,0.02443998569606307
1651,0.0
1652,0.0
1653,0.0
1654,0.0
1655,0.0
1656,0.0
1657,0.0
1658,0.0
1659,0.0
1660,0.0
1661,0.0
1662,0.0
1663,0.04988975981013192
1664,0.12406172803081365
1665,0.18966355946373395
1666,0.24222271343413593
1667,0.27815561807709
1668,0.29501211031163094
1669,0.29164260136756415
1670,0.2682765439444053
1671,0.22650683317139614
1672,0.16918120993688787
1673,0.100208072770679
1674,0.024289966650634404
1675,0.0
1676,0.0
1677,0.0
1678,0.0
1679,0.0
1680,0.0
1681,0.0
1682,0.0
1683,0.0
1684,0.0
1685,0.0
1686,0.0
1687,0.05041689655947485
1688,0.12459528232809743
1689,0.19017848578634167
1690,0.24269524538616585
1691,0.2785649113215453
1692,0.295341684223526
1693,0.29188147959744004
1694,0.26842001489471
1695,0.22655677767173
1696,0.16914597333825557
1697,0.10010189020880453
1698,0.024131981150679854
1699,0.0
1700,0.0
1701,0.0
1702,0.0
1703,0.0
1704,0.0
1705,0.0
1706,0.0
1707,0.0
1708,0.0
1709,0.0
1710,0.0
1711,0.05094878800393251
1712,0.12512948580337896
1713,0.19068993741382637
1714,0.24316044357578917
1715,0.27896354147052416
1716,0.29565802391406704
1717,0.2921054870141194
1718,0.26854802504048325
1719,0.22659175808833903
1720,0.16909732151466197
1721,0.0999847865606337
1722,0.02396634220001132
1723,0.0
1724,0.0
1725,0.0
1726,0.0
1727,0.0
1728,0.0
1729,0.0
1730,0.0
1731,0.0
1732,0.0
1733,0.0
1734,0.0
1735,0.05148497102586989
1736,0.12566387345885735
1737,0.1911974758132573
1738,0.24361792251246928
1739,0.2793511990258466
1740,0.2959609136151644
1741,0.29231451285531923
1742,0.2686605726426702
1743,0.22661187817714118
1744,0.16903545287034855
1745,0.09985703743316911
1746,0.023793379772877717
1747,0.0
1748,0.0
1749,0.0
1750,0.0
1751,0.0
1752,0.0
1753,0.0
1754,0.0
1755,0.0
1756,0.0
1757,0.0
1758,0.0
1759,0.05202496728438733
1760,0.1261979707656141
1761,0.19170065929086694
1762,0.2440673001686594
1763,0.27972758440668827
1764,0.2962501533137722
1765,0.2925084669436269
1766,0.2687576800392325
1767,0.22661726767121382
1768,0.1689605919405434
1769,0.09971894296482818
1770,0.023613445101297793
1771,0.0
1772,0.0
1773,0.0
1774,0.0
1775,0.0
1776,0.0
1777,0.0
1778,0.0
1779,0.0
1780,0.0
1781,0.0
1782,0.0
1783,0.05256828008086167
1784,0.12673129097120903
1785,0.19219904093488774
1786,0.24450819670384794
1787,0.28009240751418596
1788,0.29652555917997053
1789,0.29268728093121227
1790,0.268839395599731
1791,0.22660808480090605
1792,0.16887299231722244
1793,0.09957083094098482
1794,0.023426913777375914
1795,0.0
1796,0.0
1797,0.0
1798,0.0
1799,0.0
1800,0.0
1801,0.0
1802,0.0
1803,0.0
1804,0.0
1805,0.0
1806,0.0
1807,0.05311439312402205
1808,0.12726333420112446
1809,0.19269216810351592
1810,0.24494023437216678
1811,0.28044538807026415
1812,0.29678696430860013
1813,0.29285090938835856
1814,0.26890579508083284
1815,0.22658451782266645
1816,0.16877293824274817
1817,0.09941305836663739
1818,0.02323418722210152
1819,0.0
1820,0.0
1821,0.0
1822,0.0
1823,0.0
1824,0.0
1825,0.0
1826,0.0
1827,0.0
1828,0.0
1829,0.0
1830,0.0
1831,0.05366277111098604
1832,0.1277935881204648
1833,0.19317958315544198
1834,0.2453630382754924
1835,0.2807862563423967
1836,0.29703421934707464
1837,0.29299933028019226
1838,0.2689569819173579
1839,0.22654678510187212
1840,0.1686607444818094
1841,0.09924601114816187
1842,0.02303569222047186
1843,0.0
1844,0.0
1845,0.0
1846,0.0
1847,0.0
1848,0.0
1849,0.0
1850,0.0
1851,0.0
1852,0.0
1853,0.0
1854,0.0
1855,0.05421286183818745
1856,0.12832152993473678
1857,0.19366082519216782
1858,0.24577623772020116
1859,0.2811147540013198
1860,0.29726719279193126
1861,0.29313254466609123
1862,0.2689930863224699
1863,0.22649513365932897
1864,0.16853675442118132
1865,0.09907010186864229
1866,0.022831878532173448
1867,0.0
1868,0.0
1869,0.0
1870,0.0
1871,0.0
1872,0.0
1873,0.0
1874,0.0
1875,0.0
1876,0.0
1877,0.0
1878,0.0
1879,0.05476409950220928
1880,0.12884662938873653
1881,0.19413543254118756
1882,0.24617946800153603
1883,0.2814306350704334
1884,0.2974857710118136
1885,0.29325057577376884
1886,0.2690142634608837
1887,0.2264298365593025
1888,0.16840133680926403
1889,0.09888576611212374
1890,0.022623215045778286
1891,0.0
1892,0.0
1893,0.0
1894,0.0
1895,0.0
1896,0.0
1897,0.0
1898,0.0
1899,0.0
1900,0.0
1901,0.0
1902,0.0
1903,0.05531590871806164
1904,0.12936835236233749
1905,0.19460294568519032
1906,0.24657237245297725
1907,0.2817336669421446
1908,0.29768985814711535
1909,0.29335346777506616
1910,0.26902069117017485
1911,0.22635118971389143
1912,0.16825488188325077
1913,0.09869345813812981
1914,0.02241018529577853
1915,0.0
1916,0.0
1917,0.0
1918,0.0
1919,0.0
1920,0.0
1921,0.0
1922,0.0
1923,0.0
1924,0.0
1925,0.0
1926,0.0
1927,0.055867708624134566
1928,0.12988616455159224
1929,0.19506291023750708
1930,0.24695460450865417
1931,0.282023631378385
1932,0.29787937598477315
1933,0.2934412845417099
1934,0.26901256768137977
1935,0.22625950872483055
1936,0.16809779752298942
1937,0.09849364663739026
1938,0.022193283090653475
1939,0.0
1940,0.0
1941,0.0
1942,0.0
1943,0.0
1944,0.0
1945,0.0
1946,0.0
1947,0.0
1948,0.0
1949,0.0
1950,0.0
1951,0.05641891653668178
1952,0.13039953467656093
1953,0.1955148795100524
1954,0.24732582945850462
1955,0.2823003253478495
1956,0.29805426381554134
1957,0.2935141085445494
1958,0.2689901096462119
1959,0.2261551261818255
1960,0.1679305060190947
1961,0.0982868111782948
1962,0.02197300889591777
1963,0.0
1964,0.0
1965,0.0
1966,0.0
1967,0.0
1968,0.0
1969,0.0
1970,0.0
1971,0.0
1972,0.0
1973,0.0
1974,0.0
1975,0.05696895068860801
1976,0.13090793688917549
1977,0.19595841640687478
1978,0.2476857257064368
1979,0.28256356156635887
1980,0.29821447824748626
1981,0.2935720399639092
1982,0.26895355061813964
1983,0.22603838963120002
1984,0.16775344168568812
1985,0.09807343962686176
1986,0.021749867220804638
1987,0.0
1988,0.0
1989,0.0
1990,0.0
1991,0.0
1992,0.0
1993,0.0
1994,0.0
1995,0.0
1996,0.0
1997,0.0
1998,0.0
1999,0.05751723196613927
2000,0.1314108522373206
2001,0.1963930945358107
2002,0.24803398545820068
2003,0.28281316873151624
2004,0.298359992978609
2005,0.29361519603472114
2006,0.26890314003050964
2007,0.22590966026856923
2008,0.1675670493446725
2009,0.09785402654668748
2010,0.02152436505155604
2011,0.0
2012,0.0
2013,0.0
2014,0.0
2015,0.0
2016,0.0
2017,0.0
2018,0.0
2019,0.0
2020,0.0
2021,0.0
2022,0.0
2023,0.05806318475770407
2024,0.13190776934473025
2025,0.1968184986700984
2026,0.24837031495244205
2027,0.2830489915086298
2028,0.29849079854567573
2029,0.2936437105829146
2030,0.26883914255909264
2031,0.22576931217709353
2032,0.16737178351572132
2033,0.09762907238038136
2034,0.02129701107511675
2035,0.0
2036,0.0
2037,0.0
2038,0.0
2039,0.0
2040,0.0
2041,0.0
2042,0.0
2043,0.0
2044,0.0
2045,0.0
2046,0.0
2047,0.058606237273663195
2048,0.13239818465136768
2049,0.19723422488094017
2050,0.24869443445489894
2051,0.2832708903900172
2052,0.29860690207047796
2053,0.2936577336712162
2054,0.2687618376891974
2055,0.225617731841808
2056,0.1671681078960521
2057,0.09739908293193031
2058,0.021068315192596467
2059,0.0
2060,0.0
2061,0.0
2062,0.0
2063,0.0
2064,0.0
2065,0.0
2066,0.0
2067,0.0
2068,0.0
2069,0.0
2070,0.0
2071,0.05914582184406004
2072,0.13288160262042611
2073,0.19763988064866925
2074,0.24900607827006013
2075,0.2834787416001039
2076,0.29870832702838507
2077,0.2936574312384134
2078,0.268671519235761
2079,0.2254553175660139
2080,0.16695649469634116
2081,0.0971645686523251
2082,0.020838787789072458
2083,0.0
2084,0.0
2085,0.0
2086,0.0
2087,0.0
2088,0.0
2089,0.0
2090,0.0
2091,0.0
2092,0.0
2093,0.0
2094,0.0
2095,0.05968137566544512
2096,0.13335753642238526
2097,0.19803508541110448
2098,0.24930499509354623
2099,0.28367243719451724
2100,0.2987951130800257
2101,0.2936429846399244
2102,0.2685684945886115
2103,0.22528247844355534
2104,0.16673742339520858
2105,0.09692604322640773
2106,0.02060893822874472
2107,0.0
2108,0.0
2109,0.0
2110,0.0
2111,0.0
2112,0.0
2113,0.0
2114,0.0
2115,0.0
2116,0.0
2117,0.0
2118,0.0
2119,0.060212342448684036
2120,0.13382550946614946
2121,0.19841947185230357
2122,0.24959094894171377
2123,0.2838518855392691
2124,0.2988673160225448
2125,0.2936145900385234
2126,0.26845308355260533
2127,0.22509963269304553
2128,0.16651137861439455
2129,0.09668402112399148
2130,0.020379272228658287
2131,0.0
2132,0.0
2133,0.0
2134,0.0
2135,0.0
2136,0.0
2137,0.0
2138,0.0
2139,0.0
2140,0.0
2141,0.0
2142,0.0
2143,0.0607381752421569
2144,0.13428505801912327
2145,0.19879268812735096
2146,0.24986372080118419
2147,0.2840170122343492
2148,0.29892500788718623
2149,0.2935724576287778
2150,0.2683256167072088
2151,0.2249072052194241
2152,0.16627884705264567
2153,0.09643901406951272
2154,0.020150288064063108
2155,0.0
2156,0.0
2157,0.0
2158,0.0
2159,0.0
2160,0.0
2161,0.0
2162,0.0
2163,0.0
2164,0.0
2165,0.0
2166,0.0
2167,0.061258340366422435
2168,0.13473573488387186
2169,0.1991544009844075
2170,0.25012311094847506
2171,0.2841677614513418
2172,0.29896827717056523
2173,0.29351681071180813
2174,0.26818643335579645
2175,0.22470562455162096
2176,0.16604031357022497
2177,0.09619152651643528
2178,0.019922471747392857
2179,0.0
2180,0.0
2181,0.0
2182,0.0
2183,0.0
2184,0.0
2185,0.0
2186,0.0
2187,0.0
2188,0.0
2189,0.0
2190,0.0
2191,0.06177232215287249
2192,0.13517711376366384
2193,0.19950429945986023
2194,0.25036894171896756
2195,0.2843040975471749
2196,0.2989972291610229
2197,0.29344788469231914
2198,0.2680358792407979
2199,0.22449531941031908
2200,0.1657962568268837
2201,0.09594205064318906
2202,0.01969629169032725
2203,0.0
2204,0.0
2205,0.0
2206,0.0
2207,0.0
2208,0.0
2209,0.0
2210,0.0
2211,0.0
2212,0.0
2213,0.0
2214,0.0
2215,0.06227962784238041
2216,0.1356087937822679
2217,0.19984209870466582
2218,0.2506010603469369
2219,0.2844260067316002
2220,0.2990119863141675
2221,0.29336592612615614
2222,0.26787430432225173
2223,0.22427671536394245
2224,0.16554714504926263
2225,0.09569106150420116
2226,0.019472193562791413
2227,0.0
2228,0.0
2229,0.0
2230,0.0
2231,0.0
2232,0.0
2233,0.0
2234,0.0
2235,0.0
2236,0.0
2237,0.0
2238,0.0
2239,0.06277979196150746
2240,0.1360304035102152
2241,0.200167543358404
2242,0.2508193414757089
2243,0.284533498552132
2244,0.29901268861942626
2245,0.29327119196442203
2246,0.2677020609705189
2247,0.22405023211180994
2248,0.16529343258547388
2249,0.09543901312012179
2250,0.019250596206125795
2251,0.0
2252,0.0
2253,0.0
2254,0.0
2255,0.0
2256,0.0
2257,0.0
2258,0.0
2259,0.0
2260,0.0
2261,0.0
2262,0.0
2263,0.06327237958899479
2264,0.13644160388620977
2265,0.20048040996790467
2266,0.2510236889299475
2267,0.28462660691433045
2268,0.2989994938434836
2269,0.2931639490445707
2270,0.267519502783663
2271,0.22381628175327473
2272,0.16503555780748902
2273,0.09518633617847724
2274,0.019031889296180826
2275,0.0
2276,0.0
2277,0.0
2278,0.0
2279,0.0
2280,0.0
2281,0.0
2282,0.0
2283,0.0
2284,0.0
2285,0.0
2286,0.0
2287,0.06375698808244211
2288,0.13684208967946182
2289,0.20078050808928644
2290,0.25121403641511214
2291,0.2847053904024138
2292,0.29897257750609824
2293,0.2930444737869085
2294,0.26732698409309935
2295,0.22357526820681628
2296,0.164773942536645
2297,0.0949334375724123
2298,0.018816433102519837
2299,0.0
2300,0.0
2301,0.0
2302,0.0
2303,0.0
2304,0.0
2305,0.0
2306,0.0
2307,0.0
2308,0.0
2309,0.0
2310,0.0
2311,0.06423324712185434
2312,0.13723158926551593
2313,0.20106767988196453
2314,0.2513903470288864
2315,0.2847699317867428
2316,0.29893213248980155
2317,0.29291305201262535
2318,0.2671248600839746
2319,0.2233275876905165
2320,0.16450899292469168
2321,0.09468070168942627
2322,0.01860456013736887
2323,0.0
2324,0.0
2325,0.0
2326,0.0
2327,0.0
2328,0.0
2329,0.0
2330,0.0
2331,0.0
2332,0.0
2333,0.0
2334,0.0
2335,0.06470081697909551
2336,0.13760986275778325
2337,0.2013417982685912
2338,0.25155261161977704
2339,0.28482033677430074
2340,0.2988783683344086
2341,0.29276997889251033
2342,0.26691348745902527
2343,0.22307363012985024
2344,0.16424110157506605
2345,0.09442849312366612
2346,0.01839657831625868
2347,0.0
2348,0.0
2349,0.0
2350,0.0
2351,0.0
2352,0.0
2353,0.0
2354,0.0
2355,0.0
2356,0.0
2357,0.0
2358,0.0
2359,0.0651593850487614
2360,0.137976698573585
2361,0.2016027638103479
2362,0.2517008462339765
2363,0.28485673223767055
2364,0.29881151041449827
2365,0.2926155591776887
2366,0.2666932257518754
2367,0.22281378148836553
2368,0.16397065072883898
2369,0.09417716055549151
2370,0.018192775282230286
2371,0.0
2372,0.0
2373,0.0
2374,0.0
2375,0.0
2376,0.0
2377,0.0
2378,0.0
2379,0.0
2380,0.0
2381,0.0
2382,0.0
2383,0.06560866078176283
2384,0.13833190865215408
2385,0.20185050055493053
2386,0.2518350888913686
2387,0.28487926416005466
2388,0.29873179921235815
2389,0.2924501078635814
2390,0.26646443934657543
2391,0.2225484270125555
2392,0.16369801654000593
2393,0.09392704172427602
2394,0.017993423690016417
2395,0.0
2396,0.0
2397,0.0
2398,0.0
2399,0.0
2400,0.0
2401,0.0
2402,0.0
2403,0.0
2404,0.0
2405,0.0
2406,0.0
2407,0.0660483694093774
2408,0.13867532269867855
2409,0.2020849511703819
2410,0.25195539594384053
2411,0.28488809546584754
2412,0.2986394897641153
2413,0.2922739512854857
2414,0.2662275001411555
2415,0.2222779552723792
2416,0.1634235741919121
2417,0.09367846926813171
2418,0.01779878738249605
2419,0.0
2420,0.0
2421,0.0
2422,0.0
2423,0.0
2424,0.0
2425,0.0
2426,0.0
2427,0.0
2428,0.0
2429,0.0
2430,0.0
2431,0.06647824519578784
2432,0.1390067820309572
2433,0.20230607181301008
2434,0.2520618382907475
2435,0.2848834038160711
2436,0.298534851175684
2437,0.292087428372641
2438,0.2659827904423489
2439,0.22200276248657164
2440,0.1631477033479268
2441,0.09343177692017757
2442,0.017609127890749206
2443,0.0
2444,0.0
2445,0.0
2446,0.0
2447,0.0
2448,0.0
2449,0.0
2450,0.0
2451,0.0
2452,0.0
2453,0.0
2454,0.0
2455,0.0668980252437675
2456,0.1393261339161385
2457,0.20251382735063028
2458,0.25215449779772237
2459,0.28486537946250573
2460,0.29841816603077215
2461,0.2918908916337437
2462,0.2657307054412618
2463,0.22172325631001408
2464,0.16287079300212892
2465,0.0931873050857263
2466,0.01742471036989222
2467,0.0
2468,0.0
2469,0.0
2470,0.0
2471,0.0
2472,0.0
2473,0.0
2474,0.0
2475,0.0
2476,0.0
2477,0.0
2478,0.0
2479,0.06730744489098267
2480,0.1396332272591121
2481,0.20270818763587242
2482,0.25223346439914207
2483,0.2848342233489147
2484,0.2982897296049688
2485,0.2916847075158166
2486,0.2654716546822032
2487,0.22143985830405943
2488,0.1625932447469751
2489,0.09294540471302765
2490,0.017245807845614126
2491,0.0
2492,0.0
2493,0.0
2494,0.0
2495,0.0
2496,0.0
2497,0.0
2498,0.0
2499,0.0
2500,0.0
2501,0.0
2502,0.0
2503,0.06770623537020543
2504,0.1399279102795255
2505,0.20288912536019071
2506,0.2522988342666273
2507,0.2847901457027399
2508,0.2981498489530788
2509,0.2914692560256046
2510,0.26520606221699006
2511,0.22115300458859669
2512,0.1623154739087684
2513,0.09270643881972554
2514,0.017072702999949143
2515,0.0
2516,0.0
2517,0.0
2518,0.0
2519,0.0
2520,0.0
2521,0.0
2522,0.0
2523,0.0
2524,0.0
2525,0.0
2526,0.0
2527,0.06809412381728265
2528,0.14021003030230153
2529,0.20305661564069022
2530,0.2523507092084744
2531,0.28473336527994647
2532,0.29799884202834936
2533,0.29124492975722366
2534,0.2649343655831801
2535,0.2208631448245106
2536,0.162037908565074
2537,0.09247078160571237
2538,0.016905687493156588
2539,0.0
2540,0.0
2541,0.0
2542,0.0
2543,0.0
2544,0.0
2545,0.0
2546,0.0
2547,0.0
2548,0.0
2549,0.0
2550,0.0
2551,0.06847083509331264
2552,0.14047943520778328
2553,0.20321063701503356
2554,0.2523891971386983
2555,0.2846641092415542
2556,0.29783703695634806
2557,0.29101213259319847
2558,0.26465701399846403
2559,0.22057074000029672
2560,0.16176098706287853
2561,0.09223881586477263
2562,0.016745059408266552
2563,0.0
2564,0.0
2565,0.0
2566,0.0
2567,0.0
2568,0.0
2569,0.0
2570,0.0
2571,0.0
2572,0.0
2573,0.0
2574,0.0
2575,0.06883609467860405
2576,0.1407359759094691
2577,0.2033511733058545
2578,0.2524144131877329
2579,0.2845826134509007
2580,0.29766477148018816
2581,0.29077127831532507
2582,0.26437446621588284
2583,0.22027625967086276
2584,0.16148515481029846
2585,0.09201092953338143
2586,0.01659111978670352
2587,0.0
2588,0.0
2589,0.0
2590,0.0
2591,0.0
2592,0.0
2593,0.0
2594,0.0
2595,0.0
2596,0.0
2597,0.0
2598,0.0
2599,0.06918963183943329
2600,0.14097950907933282
2601,0.20347821572967503
2602,0.25242648105084264
2603,0.28448912294091483
2604,0.29748239251655956
2605,0.2905227892803397
2606,0.26408718840360634
2607,0.21998017916639734
2608,0.16121086100856422
2609,0.0917875121617346
2610,0.01644416908216579
2611,0.0
2612,0.0
2613,0.0
2614,0.0
2615,0.0
2616,0.0
2617,0.0
2618,0.0
2619,0.0
2620,0.0
2621,0.0
2622,0.0
2623,0.06953118251245302
2624,0.14120989962885774
2625,0.2035917647969602
2626,0.252425534174351
2627,0.28438389231605077
2628,0.2972902557443924
2629,0.2902670952233597
2630,0.2637956522528567
2631,0.21968297714469867
2632,0.16093855580801428
2633,0.09156895187025407
2634,0.01630450409576628
2635,0.0
2636,0.0
2637,0.0
2638,0.0
2639,0.0
2640,0.0
2641,0.0
2642,0.0
2643,0.0
2644,0.0
2645,0.0
2646,0.0
2647,0.06986049155003851
2648,0.14142702259695628
2649,0.2036918317145835
2650,0.2524117165748139
2651,0.2842671859461927
2652,0.29708872517070656
2653,0.29000463223696893
2654,0.26350033344407503
2655,0.21938513366310386
2656,0.16066868813189528
2657,0.09135563306175425
2658,0.016172415761377568
2659,0.0
2660,0.0
2661,0.0
2662,0.0
2663,0.0
2664,0.0
2665,0.0
2666,0.0
2667,0.0
2668,0.0
2669,0.0
2670,0.0
2671,0.07017731408560368
2672,0.1416307642265617
2673,0.20377843910439036
2674,0.2523851831714116
2675,0.28413927788385723
2676,0.2968781726520136
2677,0.28973584194677376
2678,0.26320171055218994
2679,0.21908712889281506
2680,0.16040170428959677
2681,0.09114793505756809
2682,0.016048187884117177
2683,0.0
2684,0.0
2685,0.0
2686,0.0
2687,0.0
2688,0.0
2689,0.0
2690,0.0
2691,0.0
2692,0.0
2693,0.0
2694,0.0
2695,0.07048141602811894
2696,0.14182102225953366
2697,0.20385162107590343
2698,0.2523460996230466
2699,0.2840004515066433
2700,0.2966589773788967
2701,0.2894611708806578
2702,0.26290026435356395
2703,0.21878944243067133
2704,0.16013804734856998
2705,0.09094623155997868
2706,0.015932096723348596
2707,0.0
2708,0.0
2709,0.0
2710,0.0
2711,0.0
2712,0.0
2713,0.0
2714,0.0
2715,0.0
2716,0.0
2717,0.0
2718,0.0
2719,0.07077257391107765
2720,0.1419977056479984
2721,0.20391142282809768
2722,0.25229464187109124
2723,0.28385099902117483
2724,0.2964315253775242
2725,0.28918107001029403
2726,0.2625964774420428
2727,0.21849255299881606
2728,0.15987815694420207
2729,0.09075089058438837
2730,0.015824411063634764
2731,0.0
2732,0.0
2733,0.0
2734,0.0
2735,0.0
2736,0.0
2737,0.0
2738,0.0
2739,0.0
2740,0.0
2741,0.0
2742,0.0
2743,0.07105057452914146
2744,0.14216073414513633
2745,0.20395790021964053
2746,0.2522309956921786
2747,0.28369122102853883
2748,0.29619620911221906
2749,0.28889599440196656
2750,0.262290833932666
2751,0.21819693822208353
2752,0.15962246912149525
2753,0.09056227435722097
2754,0.015725392133923998
2755,0.0
2756,0.0
2757,0.0
2758,0.0
2759,0.0
2760,0.0
2761,0.0
2762,0.0
2763,0.0
2764,0.0
2765,0.0
2766,0.0
2767,0.0713152149811645
2768,0.1423100383264785
2769,0.20399111974896753
2770,0.2521553566275249
2771,0.2835214263913204
2772,0.2959534272653983
2773,0.2886064028967252
2774,0.2619838190397341
2775,0.2179030740972393
2776,0.15937141569486316
2777,0.09038073858728586
2778,0.01563529284404649
2779,0.0
2780,0.0
2781,0.0
2782,0.0
2783,0.0
2784,0.0
2785,0.0
2786,0.0
2787,0.0
2788,0.0
2789,0.0
2790,0.0
2791,0.07156630356316368
2792,0.14244556045106013
2793,0.20401115930451627
2794,0.2520679305527131
2795,0.2833419325324633
2796,0.29570358471330066
2797,0.2883127577269552
2798,0.26167591831630915
2799,0.21761143386025728
2800,0.15912542280294537
2801,0.09020663077336802
2802,0.015554355905214121
2803,0.0
2804,0.0
2805,0.0
2806,0.0
2807,0.0
2808,0.0
2809,0.0
2810,0.0
2811,0.0
2812,0.0
2813,0.0
2814,0.0
2815,0.07180366184261552
2816,0.1425672564364358
2817,0.20401810987525673
2818,0.2519689349630563
2819,0.283153066188051
2820,0.2954470926519987
2821,0.2880155239589285
2822,0.26136761640875467
2823,0.21732248611159335
2824,0.1588849084773894
2825,0.09004028734429438
2826,0.015482810737225185
2827,0.0
2828,0.0
2829,0.0
2830,0.0
2831,0.0
2832,0.0
2833,0.0
2834,0.0
2835,0.0
2836,0.0
2837,0.0
2838,0.0
2839,0.07202712793018005
2840,0.14267509891860505
2841,0.2040120781785437
2842,0.25185860095742013
2843,0.28295516456410774
2844,0.295184368811141
2845,0.2877151687146671
2846,0.2610593953022983
2847,0.21703669215131496
2848,0.15865027923191438
2849,0.08988202971517222
2850,0.015420869234324475
2851,0.0
2852,0.0
2853,0.0
2854,0.0
2855,0.0
2856,0.0
2857,0.0
2858,0.0
2859,0.0
2860,0.0
2861,0.0
2862,0.0
2863,0.07223656079013512
2864,0.14276908125974963
2865,0.20399319004456298
2866,0.2517371757489024
2867,0.2827485767830483
2868,0.29491583770185475
2869,0.28741216017229954
2870,0.2607517321116608
2871,0.2167545027027216
2872,0.15842192590758591
2873,0.0897321595162992
2874,0.015368720669209204
2875,0.0
2876,0.0
2877,0.0
2878,0.0
2879,0.0
2880,0.0
2881,0.0
2882,0.0
2883,0.0
2884,0.0
2885,0.0
2886,0.0
2887,0.07243184520250892
2888,0.1428492220877619
2889,0.2039615942228909
2890,0.25160492545447416
2891,0.2825336654428725
2892,0.2946419308310358
2893,0.28710696640519207
2894,0.26044509661658033
2895,0.21647635428585685
2896,0.15820021913119497
2897,0.0895909534447365
2898,0.01532652630661873
2899,0.0
2900,0.0
2901,0.0
2902,0.0
2903,0.0
2904,0.0
2905,0.0
2906,0.0
2907,0.0
2908,0.0
2909,0.0
2910,0.0
2911,0.07261289673504931
2912,0.14291556977594763
2913,0.2039174660514689
2914,0.25146213770753484
2915,0.2823108079870146
2916,0.29436308673250483
2917,0.28680005408338466
2918,0.26013994872553
2919,0.21620266564183757
2920,0.15798550496021777
2921,0.08945865842500694
2922,0.015294414416792291
2923,0.0
2924,0.0
2925,0.0
2926,0.0
2927,0.0
2928,0.0
2929,0.0
2930,0.0
2931,0.0
2932,0.0
2933,0.0
2934,0.0
2935,0.07277966608758256
2936,0.14296820620803818
2937,0.20386101039365656
2938,0.2513091235637214
2939,0.2820803974840672
2940,0.2940797505956292
2941,0.2864918870013309
2942,0.2598367360436525
2943,0.2159338345449602
2944,0.1577781011818684
2945,0.08933548770848193
2946,0.015272476471532986
2947,0.0
2948,0.0
2949,0.0
2950,0.0
2951,0.0
2952,0.0
2953,0.0
2954,0.0
2955,0.0
2956,0.0
2957,0.0
2958,0.0
2959,0.0729321422023863
2960,0.14300724925096728
2961,0.20379246330850245
2962,0.2511462183039685
2963,0.2818428425333727
2964,0.2937923733251064
2965,0.28618292441682613
2966,0.2595358916603072
2967,0.2156702352346892
2968,0.15757829464011144
2969,0.08922161831576356
2970,0.015260764929767913
2971,0.0
2972,0.0
2973,0.0
2974,0.0
2975,0.0
2976,0.0
2977,0.0
2978,0.0
2979,0.0
2980,0.0
2981,0.0
2982,0.0
2983,0.07307035388501681
2984,0.14303285369802493
2985,0.20371209231263798
2986,0.25097378102400614
2987,0.2815985662729577
2988,0.2935014101019194
2989,0.285873619322132
2990,0.2592378323161727
2991,0.215412216684373
2992,0.15738633977234504
2993,0.08911718999909608
2994,0.015259292726888007
2995,0.0
2996,0.0
2997,0.0
2998,0.0
2999,0.0
3000,0.0
3001,0.0
3002,0.0
3003,0.0
3004,0.0
3005,0.0
3006,0.0
3007,0.07319436978061711
3008,0.14304521069535894
3009,0.20362019533029088
3010,0.25079219324414764
3011,0.28134800481242395
3012,0.2932073188044371
3013,0.28556441703299007
3014,0.25894295731536976
3015,0.2151601019606567
3016,0.15720245851749426
3017,0.08902230574128249
3018,0.015268034383792083
3019,0.0
3020,0.0
3021,0.0
3022,0.0
3023,0.0
3024,0.0
3025,0.0
3026,0.0
3027,0.0
3028,0.0
3029,0.0
3030,0.0
3031,0.0733042965493465
3032,0.1430445456377956
3033,0.2035170985078431
3034,0.2506018568579655
3035,0.2810916054982274
3036,0.29291055877382044
3037,0.2852557545930205
3038,0.2586516486660616
3039,0.2149141891351977
3040,0.15702684195416522
3041,0.0889370340411199
3042,0.015286928758199765
3043,0.0
3044,0.0
3045,0.0
3046,0.0
3047,0.0
3048,0.0
3049,0.0
3050,0.0
3051,0.0
3052,0.0
3053,0.0
3054,0.0
3055,0.07340027501582998
